Q6159941	Q3400985	P106	Jared Curtis	academic	occupation
Q192371	Q43115	P106	Polycarp	saint	occupation
Q513250	Q2159907	P106	Eric Rudolph	criminal	occupation
Q15450411	Q36180	P106	Nathalie Perreau	writer	occupation
Q7282121	Q10843263	P106	Rafael Egusquiza	field hockey player	occupation
Q1810620	Q82955	P106	Leander Cox	politician	occupation
Q6939374	Q12299841	P106	Murray McEwan	cricketer	occupation
Q2299630	Q10800557	P106	Sombhu Mitra	film actor	occupation
Q3791746	Q36180	P106	Ida Omboni	writer	occupation
Q3294198	Q28389	P106	Mark Penney	screenwriter	occupation
Q3189179	Q12406482	P106	Julie Caron	humorist	occupation
Q1593412	Q82955	P106	Hedwig Wachenheim	politician	occupation
Q12788305	Q82955	P106	Elido Bandelj	politician	occupation
Q11355231	Q43845	P106	Mishima Okujirō	businessperson	occupation
Q313501	Q3455803	P106	Matthew Gray Gubler	director	occupation
Q47268958	Q1650915	P106	Emily H Guseman	researcher	occupation
Q15630353	Q45199	P106	Santiago Durán y Lira	sailor	occupation
Q1733835	Q482980	P106	Karlheinz Schädlich	author	occupation
Q5231901	Q384593	P106	David Burgess-Joyce	police official	occupation
Q4746644	Q486748	P106	Amir Tebenikhin	pianist	occupation
Q55908874	Q1650915	P106	Dieter Vandenheuvel	researcher	occupation
Q18704881	Q14373094	P106	Ayden Faal	rugby league player	occupation
Q11454357	Q6625963	P106	Shū Miyazaki	novelist	occupation
Q15071053	Q16029547	P106	Rando Kaljuvee	biathlete	occupation
Q7634101	Q2309784	P106	Sue Haden	sport cyclist	occupation
Q6309603	Q177220	P106	Julissa Veloz	singer	occupation
Q7149906	Q937857	P106	Paul Collings	association football player	occupation
Q1067517	Q10694573	P106	Charly Steiger	textile artist	occupation
Q6237768	Q42603	P106	John Hare	priest	occupation
Q1782046	Q185351	P106	Konrad Hellwig	jurist	occupation
Q1268	Q16145150	P106	Frédéric Chopin	music pedagogue	occupation
Q3101589	Q1930187	P106	George Garnir	journalist	occupation
Q15401554	Q14915627	P106	Hans Aimar Mow Grønvold	musicologist	occupation
Q41048248	Q1650915	P106	Jason E. Shoemaker	researcher	occupation
Q41049131	Q1650915	P106	Gerhard Hummer	researcher	occupation
Q19959852	Q4504549	P106	Johannes Heydekyn	religious servant	occupation
Q18713067	Q2526255	P106	John Kachoyan	film director	occupation
Q15997872	Q2640827	P106	Virginia M. Alexander	gynaecologist	occupation
Q2175443	Q177220	P106	Sandro de América	singer	occupation
Q4280162	Q1930187	P106	Ivan Manasevich-Manuylov	journalist	occupation
Q56236051	Q28389	P106	Michael Wehmeyer	screenwriter	occupation
Q2980632	Q152002	P106	Clément Le Cossec	pastor	occupation
Q12815356	Q937857	P106	Mihály Molnár	association football player	occupation
Q109585	Q1281618	P106	Rupert von Miller	sculptor	occupation
Q1467473	Q36180	P106	Rüdiger Krüger	writer	occupation
Q5213136	Q13382576	P106	Dan Beery	rower	occupation
Q2917078	Q1058617	P106	Mac Gargan	private investigator	occupation
Q22570325	Q937857	P106	Kim Skoglund	association football player	occupation
Q9154667	Q82955	P106	Aniela Bukała	politician	occupation
Q4777429	Q9344260	P106	Antti Räisänen	associate professor	occupation
Q900683	Q937857	P106	Cătălin Azoiței	association football player	occupation
Q50241127	Q1650915	P106	Frédéric Lamaty	researcher	occupation
Q42175291	Q1650915	P106	Takumi Koshiba	researcher	occupation
Q6376862	Q36180	P106	Kathleen Norris	writer	occupation
Q17493083	Q82955	P106	Marcel Piron	politician	occupation
Q512277	Q486748	P106	Katrine Gislinge	pianist	occupation
Q5111147	Q3501317	P106	Christine Philip	fashion designer	occupation
Q5082396	Q82955	P106	Charles Schreiber	politician	occupation
Q18427930	Q901	P106	Tofiq Nəcəfli	scientist	occupation
Q16644046	Q82955	P106	Isabelle Lajoux	politician	occupation
Q55627324	Q36180	P106	Karl Bittmann	writer	occupation
Q6380174	Q11774891	P106	Mark Holden	ice hockey player	occupation
Q1675182	Q1028181	P106	Johannes Hau	painter	occupation
Q1627381	Q222344	P106	Nicolas Hayer	cinematographer	occupation
Q1691773	Q482980	P106	Joerg Waehner	author	occupation
Q12253419	Q36180	P106	Ana Urkiza	writer	occupation
Q3176431	Q13382608	P106	John Wikström	cross-country skier	occupation
Q75998	Q2865819	P106	Annelies Kupper	opera singer	occupation
Q604346	Q937857	P106	Fernando Oliveira De Avila	association football player	occupation
Q1597928	Q1731155	P106	Heinrich Junker	orientalist	occupation
Q42405074	Q15296811	P106	Ruben Benitez	drawer	occupation
Q19981170	Q33999	P106	Bonnie Scott	actor	occupation
Q5608429	Q49757	P106	Otto Christiaan Frederik Hoffham	poet	occupation
Q25575333	Q28389	P106	Dereck Joubert	screenwriter	occupation
Q16146985	Q2405480	P106	Yeni Álvarez	voice actor	occupation
Q246716	Q937857	P106	Bob Wilson	association football player	occupation
Q6450814	Q1028181	P106	Kyaw Hlaing	painter	occupation
Q6860855	Q10871364	P106	Milt Thompson	baseball player	occupation
Q14947697	Q593644	P106	Angelo Abbene	chemist	occupation
Q843696	Q859528	P106	Paolo Bergamo	association football referee	occupation
Q3439342	Q17524364	P106	Wally Wolf	water polo player	occupation
Q220619	Q193391	P106	Elihu Root	diplomat	occupation
Q6665629	Q10800557	P106	Han Hye-sook	film actor	occupation
Q23016411	Q2865819	P106	Thomas Weinhappel	opera singer	occupation
Q10623569	Q10732476	P106	Per Gannevik	art collector	occupation
Q16239394	Q386854	P106	Murray Dalglish	drummer	occupation
Q28502674	Q36180	P106	Elena Santiago	writer	occupation
Q37368590	Q1650915	P106	Christiane Charriaut-Marlangue	researcher	occupation
Q39050624	Q1650915	P106	Stephen Griffin	researcher	occupation
Q15434747	Q1622272	P106	Werner Hildbert Greub	university teacher	occupation
Q3331370	Q937857	P106	Jorge Eugenio Rodríguez Álvarez	association football player	occupation
Q4097957	Q47064	P106	Viktor Budaragin	military personnel	occupation
Q16378811	Q42973	P106	Ali Panjehpour	architect	occupation
Q5290910	Q3499072	P106	Dominick Cerrone	chef	occupation
Q11523456	Q11538947	P106	Chiho Murata	shogi player	occupation
Q1356627	Q10871364	P106	Jim Palmer	baseball player	occupation
Q2821866	Q329439	P106	Abraham de Bruyn	engraver	occupation
Q5076287	Q16533	P106	Charles Clark	judge	occupation
Q17385953	Q82955	P106	Peter Gavin	politician	occupation
Q15973842	Q201788	P106	Jean Boudriot	historian	occupation
Q9157334	Q82955	P106	Antoni Rogalski	politician	occupation
Q16189381	Q40348	P106	Bruce Maloch	lawyer	occupation
Q359476	Q36834	P106	Eduardo Hernández Moncada	composer	occupation
Q3384424	Q33999	P106	Pierre Chevallier	actor	occupation
Q1726186	Q82955	P106	Tadeusz Arkit	politician	occupation
Q4941309	Q42603	P106	Karin Burstrand	priest	occupation
Q22828856	Q2259451	P106	Oliver Urbanski	stage actor	occupation
Q298682	Q33999	P106	Djimon Hounsou	actor	occupation
Q86096	Q1792450	P106	Johannes Overbeck	art historian	occupation
Q27913942	Q13141064	P106	Lee Ja-yeong	badminton player	occupation
Q2626111	Q3330547	P106	Ghazar Parpetsi	chronicler	occupation
Q16571409	Q82955	P106	Germán Schreiber Waddington	politician	occupation
Q31202546	Q937857	P106	Werner Bartenbach	association football player	occupation
Q5525138	Q33999	P106	Gary Goddard	actor	occupation
Q49476290	Q1650915	P106	Carlos Abellán	researcher	occupation
Q115264	Q15980158	P106	Eberhard Schorsch	non-fiction writer	occupation
Q47636166	Q955464	P106	Vladislav Ježík	parson	occupation
Q11815428	Q13382576	P106	Peggy DeVos	rower	occupation
Q16298483	Q937857	P106	Germán Conti	association football player	occupation
Q9376468	Q121594	P106	Wojciech Filarski	professor	occupation
Q7372355	Q82955	P106	Roxanne Conlin	politician	occupation
Q31801543	Q753110	P106	Amaëlle	songwriter	occupation
Q1057344	Q26237228	P106	Hedylus	epigrammatist	occupation
Q11780901	Q250867	P106	Mykola Skorodynskyi	Catholic priest	occupation
Q5229527	Q2859667	P106	Dave Parris	boxing referee	occupation
Q5707383	Q82955	P106	Arturo Núñez Jiménez	politician	occupation
Q836585	Q11900058	P106	Christopher Rave	explorer	occupation
Q45024245	Q49757	P106	Bo Westin	poet	occupation
Q15445560	Q82955	P106	Adolf Ihde	politician	occupation
Q1639731	Q1792450	P106	Hyacinth Holland	art historian	occupation
Q15807591	Q639669	P106	Einmusik	musician	occupation
Q2393163	Q13570226	P106	Larissa Volpert	literary historian	occupation
Q4759744	Q250867	P106	Andrzej Zebrzydowski	Catholic priest	occupation
Q18819907	Q36180	P106	Hedvig Podonyi	writer	occupation
Q47702317	Q1650915	P106	Quan Long Huynh	researcher	occupation
Q43298899	Q1650915	P106	Annia Galano	researcher	occupation
Q3894571	Q82955	P106	Paolo Vigevano	politician	occupation
Q55071993	Q3055126	P106	Luigi Rocca	entomologist	occupation
Q4019969	Q1028181	P106	William Congdon	painter	occupation
Q1366542	Q49757	P106	José Ortega Torres	poet	occupation
Q2901601	Q82955	P106	Ari Ankorin	politician	occupation
Q3663597	Q33999	P106	Cathy Yuzna	actor	occupation
Q2036493	Q1734662	P106	Oswald Winkel	cartographer	occupation
Q15616932	Q13582652	P106	Jean Eugène Laurent	civil engineer	occupation
Q3160049	Q28389	P106	Jacques Séverac	screenwriter	occupation
Q897108	Q36180	P106	Béla Markó	writer	occupation
Q16193337	Q11774891	P106	Bruno Rogger	ice hockey player	occupation
Q1521173	Q1622272	P106	Rudolf H. Bieri	university teacher	occupation
Q10358946	Q47064	P106	Reinaldo Gomes Tavares	military personnel	occupation
Q26997534	Q37226	P106	Guy-Marie Deplace	teacher	occupation
Q50826433	Q36180	P106	Oleg Presnyakov	writer	occupation
Q47542807	Q12299841	P106	Faisal Jamkhandi	cricketer	occupation
Q5408114	Q462390	P106	Ricardo Acosta	docent	occupation
Q51535377	Q1650915	P106	Rafael Gallego	researcher	occupation
Q3437818	Q36180	P106	David Assarsson	writer	occupation
Q54007073	Q2309784	P106	Aksel Fischer Aasheim	sport cyclist	occupation
Q56070890	Q36180	P106	August Anson	writer	occupation
Q55760861	Q36180	P106	Sophie Mackintosh	writer	occupation
Q50756659	Q1650915	P106	Roger Schürch	researcher	occupation
Q42899525	Q1622272	P106	Eva-Maria Kieninger	university teacher	occupation
Q17478035	Q207651	P106	Francisco Ruiz Castellano	executioner	occupation
Q2644919	Q1234713	P106	Friedel Birker	theologian	occupation
Q2622446	Q11774891	P106	Alex Leavitt	ice hockey player	occupation
Q609798	Q11513337	P106	Sergey Zasimovich	athletics competitor	occupation
Q7612892	Q82955	P106	Steve Huebert	politician	occupation
Q3048613	Q2526255	P106	Edward Morrissey	film director	occupation
Q2162864	Q1622272	P106	Roland Kollmann	university teacher	occupation
Q4977791	Q183945	P106	Bruce Kimmel	record producer	occupation
Q2599708	Q36180	P106	Yasmin Hafedh	writer	occupation
Q259935	Q82955	P106	Ian Austin	politician	occupation
Q21390502	Q3055126	P106	Orlando L. Eusebio	entomologist	occupation
Q9361384	Q2066131	P106	Travis Ramos	athlete	occupation
Q50955005	Q1650915	P106	Christopher Welsh	researcher	occupation
Q1645898	Q520549	P106	Giacinto Provana di Collegno	geologist	occupation
Q24175031	Q3400985	P106	Richard Iton	academic	occupation
Q2917759	Q1930187	P106	María Consuelo Reyna Doménech	journalist	occupation
Q3849318	Q4610556	P106	Marisa Jara	model	occupation
Q56395703	Q13219587	P106	Lenne Van Gorp	figure skater	occupation
Q3375551	Q488205	P106	Eva Eastwood	singer-songwriter	occupation
Q2007686	Q177220	P106	Yoyoy Villame	singer	occupation
Q1101121	Q222836	P106	Cliff Garrett	music publisher	occupation
Q21503082	Q16868721	P106	Olga A. Golovan	carcinologist	occupation
Q53647304	Q82955	P106	John Thymbleby	politician	occupation
Q943061	Q15981151	P106	Chris Anderson	jazz musician	occupation
Q516851	Q2066131	P106	André Baeyens	athlete	occupation
Q20056514	Q82955	P106	Nunzio Aula	politician	occupation
Q9023549	Q15627169	P106	Lola Iturbe	trade unionist	occupation
Q7369854	Q6625963	P106	Rossiter W. Raymond	novelist	occupation
Q21393319	Q3055126	P106	Simon Baliteau	entomologist	occupation
Q2850772	Q82955	P106	Hervé Novelli	politician	occupation
Q21483293	Q10800557	P106	Georges Baconnier	film actor	occupation
Q21481329	Q1028181	P106	A. H. O. Rolle	painter	occupation
Q1525225	Q82955	P106	Volodymyr Kozak	politician	occupation
Q10293784	Q47064	P106	Hans Briegel	military personnel	occupation
Q1097651	Q11063	P106	Jean-Pierre Petit	astronomer	occupation
Q1360125	Q131524	P106	Ernst Schneider	entrepreneur	occupation
Q5145066	Q33999	P106	Colin Edwynn	actor	occupation
Q23777108	Q18581305	P106	Ibinabo Fiberesima	beauty pageant contestant	occupation
Q1606473	Q5155576	P106	Henry Ayers	company secretary	occupation
Q4932222	Q806349	P106	Bob Davie	bandleader	occupation
Q11159530	Q33999	P106	Rada Đuričin	actor	occupation
Q574033	Q1231865	P106	Shevah Weiss	pedagogue	occupation
Q16186851	Q82955	P106	Juan Quiñones Ruiz	politician	occupation
Q471243	Q1622272	P106	Shinkichi Tajiri	university teacher	occupation
Q16562035	Q201788	P106	Janusz Kaliński	historian	occupation
Q1875333	Q937857	P106	Maurizio Coppola	association football player	occupation
Q11883800	Q584301	P106	Måns Groundstroem	bassist	occupation
Q7966129	Q42603	P106	Walter Shirley	priest	occupation
Q3084449	Q82955	P106	François Desrochers	politician	occupation
Q42690505	Q1650915	P106	Jianguo Liu	researcher	occupation
Q4801454	Q18844224	P106	David Whitaker	science fiction writer	occupation
Q3124697	Q3658608	P106	H. M. Bateman	caricaturist	occupation
Q11731713	Q189290	P106	Józef Ćwiertniak	military officer	occupation
Q5076065	Q482980	P106	Charles Cameron	author	occupation
Q12478639	Q3455803	P106	Chiska Doppert	director	occupation
Q37842566	Q1650915	P106	Christina M. Caruso	researcher	occupation
Q27681077	Q14089670	P106	Murphy Taramai	rugby union player	occupation
Q1287570	Q82955	P106	Willy Gerding	politician	occupation
Q25208896	Q211423	P106	Dominique-Joseph Evellin	goldsmith	occupation
Q1027051	Q14915627	P106	Calixa Lavallée	musicologist	occupation
Q10261648	Q42973	P106	Cristiano Stockler das Neves	architect	occupation
Q19693216	Q82955	P106	Maigore Kallon	politician	occupation
Q37007596	Q483501	P106	Fred Sekunde	artist	occupation
Q2091115	Q333634	P106	Louis-Gabriel Du Buat-Nançay	translator	occupation
Q3526997	Q12299841	P106	Teddy Wynyard	cricketer	occupation
Q12027585	Q36180	P106	Július Gašparík	writer	occupation
Q9145267	Q189290	P106	Aleksander Chełstowski	military officer	occupation
Q45618415	Q49757	P106	Qiang Meng	poet	occupation
Q3631646	Q219477	P106	Swami Saradananda	missionary	occupation
Q4832589	Q82955	P106	Azim Khan	politician	occupation
Q19874193	Q82955	P106	Jo Haylen	politician	occupation
Q19931451	Q33999	P106	Thai Jun Hoe	actor	occupation
Q92761	Q81096	P106	Ian Murdock	engineer	occupation
Q48356473	Q1650915	P106	Satish Maharaj	researcher	occupation
Q30924482	Q488205	P106	Dressing	singer-songwriter	occupation
Q11394331	Q937857	P106	Yūko Uchida	association football player	occupation
Q918909	Q16145150	P106	David Linx	music pedagogue	occupation
Q1027745	Q639669	P106	Calvin Weston	musician	occupation
Q18935063	Q1792450	P106	Karel G. Boon	art historian	occupation
Q107316	Q1930187	P106	Klaus Hensel	journalist	occupation
Q5483627	Q49757	P106	Francisco López Merino	poet	occupation
Q10347542	Q1930187	P106	Pedro Lago	journalist	occupation
Q19956987	Q753110	P106	Marty Cintron	songwriter	occupation
Q18394455	Q937857	P106	Wang Youxin	association football player	occupation
Q2958727	Q43845	P106	Charles Churchman	businessperson	occupation
Q18206203	Q11303721	P106	Ricardo Gouveia	golfer	occupation
Q1583156	Q42973	P106	Max Theuer	architect	occupation
Q3083854	Q82955	P106	François Asensi	politician	occupation
Q7297319	Q158852	P106	Ray Charles	conductor	occupation
Q24053229	Q177220	P106	Chhote Ghulam Ali Khan	singer	occupation
Q2530640	Q10843263	P106	Irene Hendriks	field hockey player	occupation
Q500689	Q765778	P106	Andreas Sieling	organist	occupation
Q12060595	Q628099	P106	Vladimír Ekhardt	association football manager	occupation
Q956150	Q6168364	P106	Robben Ford	jazz guitarist	occupation
Q46714338	Q644687	P106	Wim Euverman	illustrator	occupation
Q6752424	Q47064	P106	Manuel Ascencio Padilla	military personnel	occupation
Q21062670	Q33231	P106	Elina Kechicheva	photographer	occupation
Q105236	Q1622272	P106	Theodor von der Goltz	university teacher	occupation
Q4962561	Q82955	P106	Astrid Lindekvist	politician	occupation
Q3934620	Q39631	P106	Riccardo Sculco	physician	occupation
Q41276421	Q1028181	P106	Jan Henri Makkink	painter	occupation
Q16744908	Q1930187	P106	Imad Abu Zahra	journalist	occupation
Q201460	Q937857	P106	Hartmut Heidemann	association football player	occupation
Q11874161	Q18581305	P106	Käte Nyberg	beauty pageant contestant	occupation
Q10853722	Q1930187	P106	Antoni Józef Gliński	journalist	occupation
Q4954161	Q937857	P106	Brad North	association football player	occupation
Q1905120	Q82955	P106	Martin Tatzber	politician	occupation
Q26335015	Q82594	P106	Jean-Michel Roignant	computer scientist	occupation
Q16176737	Q82955	P106	Fajrul Falaakh	politician	occupation
Q55807286	Q1650915	P106	Michelle Torok	researcher	occupation
Q47457656	Q10800557	P106	Gabriel von Berlepsch	film actor	occupation
Q20732630	Q520549	P106	Arthur Hubert Cox	geologist	occupation
Q1682689	Q333634	P106	Janez Nepomuk Primic	translator	occupation
Q21580140	Q52228055	P106	Phiwa Nkambule	internet entrepreneur	occupation
Q17108210	Q639669	P106	Gaute Solås	musician	occupation
Q11460695	Q622807	P106	Mayu Obata	seiyū	occupation
Q10324529	Q82955	P106	Manuel Velasco Suárez	politician	occupation
Q5081014	Q329455	P106	Charles Mok	justice of the peace	occupation
Q7602949	Q1028181	P106	Stass Paraskos	painter	occupation
Q6221474	Q47064	P106	John Bello	military personnel	occupation
Q12335357	Q42973	P106	Simon P. Henningsen	architect	occupation
Q2722727	Q82955	P106	Ahilyabai Holkar	politician	occupation
Q29540051	Q937857	P106	Fulgensius Billy	association football player	occupation
Q16221108	Q10843402	P106	Margie Pedder	swimmer	occupation
Q1113283	Q937857	P106	Iñigo Larrainzar	association football player	occupation
Q18529747	Q36180	P106	Ivo Frbežar	writer	occupation
Q27558094	Q43845	P106	Christopher Paus	businessperson	occupation
Q12900004	Q82955	P106	Gaius Claudius Hortator	politician	occupation
Q16306665	Q10798782	P106	Weerayut Chansook	television actor	occupation
Q11397598	Q18581305	P106	Harumi Maeda	beauty pageant contestant	occupation
Q16186591	Q483501	P106	J. S. G. Boggs	artist	occupation
Q5663821	Q2066131	P106	Albo Hachal Méndez	athlete	occupation
Q85976	Q82955	P106	Robert Stricker	politician	occupation
Q444742	Q11774891	P106	Evgeny Gladskikh	ice hockey player	occupation
Q24150738	Q937857	P106	Matheus Nolasco	association football player	occupation
Q1248237	Q45722	P106	Ignazio Gaetano Boncompagni-Ludovisi	cardinal	occupation
Q5433661	Q855091	P106	Leo van de Ketterij	guitarist	occupation
Q5483068	Q3665646	P106	Jari Pulkkinen	basketball player	occupation
Q3771127	Q10873124	P106	Giuseppe Padulli	chess player	occupation
Q1343527	Q13381458	P106	Karin Rehbein	dressage rider	occupation
Q1927793	Q16029547	P106	Michael Herr	biathlete	occupation
Q16214442	Q4144610	P106	Jürgen Hasler	alpine skier	occupation
Q1608356	Q1028181	P106	Herbert Grossberger	painter	occupation
Q7282036	Q10798782	P106	Rafael Banquells	television actor	occupation
Q3260765	Q486748	P106	Louis-Noël Belaubre	pianist	occupation
Q16646084	Q36180	P106	Vicente Ferraz	writer	occupation
Q25050803	Q483501	P106	Nguyen Trinh Thi	artist	occupation
Q330400	Q3148760	P106	Abraham Mignon	botanical illustrator	occupation
Q997812	Q81096	P106	Jenő Fejes	engineer	occupation
Q12785149	Q47064	P106	Arthur Bramston Austin	military personnel	occupation
Q6067768	Q1028181	P106	Pazzis Sureda	painter	occupation
Q20966642	Q4439155	P106	Nicholas Kipchirchir Togom	long-distance runner	occupation
Q2306500	Q193391	P106	Suat Hayri Ürgüplü	diplomat	occupation
Q23933231	Q4439155	P106	Geoff Saunders	long-distance runner	occupation
Q6300078	Q33231	P106	Juan José Saravia	photographer	occupation
Q2163651	Q185351	P106	Rolf Möller	jurist	occupation
Q7282665	Q628099	P106	Rafik Deghiche	association football manager	occupation
Q4717226	Q82955	P106	Alex J. Stringer	politician	occupation
Q20871254	Q16287483	P106	Charles Waelbroeck	opinion journalist	occupation
Q859940	Q42973	P106	Bijoy Jain	architect	occupation
Q23468764	Q13582652	P106	Karl Girkmann	civil engineer	occupation
Q21066076	Q17524364	P106	Athanasios Platanitis	water polo player	occupation
Q15626821	Q4610556	P106	Sadia Jahan Prova	model	occupation
Q23059224	Q20856740	P106	Angeli Backhausen	audio book narrator	occupation
Q33133150	Q937857	P106	Stefano Surdanovic	association football player	occupation
Q15451923	Q1234713	P106	Volkhard Krech	theologian	occupation
Q64797	Q19829990	P106	Gerhard von Rad	biblical scholar	occupation
Q16879980	Q1339677	P106	Norbert Düwel	scout	occupation
Q17148039	Q639669	P106	Jordi Fàbregas i Canadell	musician	occupation
Q8013496	Q33231	P106	William James Stillman	photographer	occupation
Q2533049	Q82955	P106	Pablo Villamar	politician	occupation
Q5628233	Q5137571	P106	H. Frank Lawrence	basketball coach	occupation
Q2443913	Q13218361	P106	Édouard Alphonse James de Rothschild	polo player	occupation
Q4760641	Q937857	P106	Andy Edwards	association football player	occupation
Q371905	Q1028181	P106	Alphonse Allais	painter	occupation
Q25189775	Q1281618	P106	Michael Dean	sculptor	occupation
Q1497108	Q42603	P106	Rudolf III. von Montfort	priest	occupation
Q1745726	Q937857	P106	Klaus Sinn	association football player	occupation
Q3476190	Q1415090	P106	Scott Clausen	film score composer	occupation
Q305108	Q901402	P106	Mór Déchy	geographer	occupation
Q6169694	Q10833314	P106	Jean-Michel Pequery	tennis player	occupation
Q7340259	Q177220	P106	Rob Jungklas	singer	occupation
Q9262545	Q175151	P106	Franciszek Kiedrowski	printer	occupation
Q4758460	Q131512	P106	Andrew Rutherford	agriculturer	occupation
Q1154140	Q12330954	P106	Hiroyuki Miyasako	owarai tarento	occupation
Q5444023	Q11513337	P106	Ferenc Kiss	athletics competitor	occupation
Q1628	Q11513337	P106	David Cecil, 6th Marquess of Exeter	athletics competitor	occupation
Q56234820	Q1650915	P106	Christopher D Stave	researcher	occupation
Q17620565	Q1028181	P106	Angelo Bacchetta	painter	occupation
Q45429894	Q1028181	P106	Ding Yeyun	painter	occupation
Q1655850	Q2722764	P106	Nik Hartmann	radio personality	occupation
Q2934867	Q635734	P106	Camille Bloch	archivist	occupation
Q22133416	Q5716684	P106	Jennifer Lacey	dancer	occupation
Q16010750	Q1930187	P106	Opprandino Arrivabene	journalist	occupation
Q52847854	Q82955	P106	Richard Daniel	politician	occupation
Q11858456	Q482980	P106	Erkki West	author	occupation
Q1417569	Q82955	P106	Finley Hamilton	politician	occupation
Q12364775	Q33999	P106	Jaak Prints	actor	occupation
Q20980488	Q177220	P106	Alejandro Desilvestre	singer	occupation
Q1978613	Q82955	P106	Willem van Lynden	politician	occupation
Q2154364	Q2309784	P106	Claude Pauwels	sport cyclist	occupation
Q456658	Q177220	P106	Taryn Southern	singer	occupation
Q7138382	Q1238570	P106	Parker Thomas Moon	political scientist	occupation
Q790564	Q859528	P106	József Barna	association football referee	occupation
Q5877776	Q937857	P106	George Biehl	association football player	occupation
Q47740049	Q1650915	P106	James C. Iatridis	researcher	occupation
Q1692759	Q201788	P106	Johann Burchard Majus	historian	occupation
Q16751833	Q937857	P106	Annibale Silvani	association football player	occupation
Q18045237	Q19204627	P106	Michael Ola	American football player	occupation
Q17418223	Q1622272	P106	Richard R. Schmidt	university teacher	occupation
Q2382996	Q639669	P106	T-Bone	musician	occupation
Q1302611	Q82955	P106	Neal S. Wolin	politician	occupation
Q6932661	Q593644	P106	Muhammad Qudrat-i-Khuda	chemist	occupation
Q1733021	Q482980	P106	Karl Sigismund Kramer	author	occupation
Q28970692	Q2309784	P106	Jesper Odgaard Nielsen	sport cyclist	occupation
Q178412	Q81096	P106	Giovanni Battista Amici	engineer	occupation
Q12316223	Q589298	P106	Henning Fonsmark	editor-in-chief	occupation
Q24256722	Q36180	P106	Ramón Muñiz Sarmiento	writer	occupation
Q5460344	Q36180	P106	Flora Nwapa	writer	occupation
Q6052509	Q33999	P106	Yunus Bülbül	actor	occupation
Q1729574	Q1281618	P106	Karin Sulimma	sculptor	occupation
Q15130848	Q4773904	P106	Elizabeth Cowper	anthropologist	occupation
