Q30565324	Q21756214	P680	Inositol monophosphatase family protein KVU_1787	histidinol-phosphatase activity	molecular function
Q23530258	Q14645703	P680	CAAX amino terminal protease CBO0938	peptidase activity	molecular function
Q22300316	Q21133425	P680	CDP-diacylglycerol--serine O-phosphatidyltransferase Cj1114c	CDP-diacylglycerol-serine O-phosphatidyltransferase activity	molecular function
Q23523498	Q14874307	P680	Chitinase BT9727_3469	hydrolase activity, acting on glycosyl bonds	molecular function
Q29812647	Q14860489	P680	Uncharacterized protein Dmel_CG42635	molecular function	molecular function
Q23546717	Q14860850	P680	Orotate phosphoribosyltransferase BMA2587	magnesium ion binding	molecular function
Q23549687	Q14860372	P680	ABC transporter ATP-binding protein smi_0893	ATPase activity	molecular function
Q23527890	Q14860365	P680	Heat shock protein 90 CBO1985	nucleotide binding	molecular function
Q23522067	Q14863341	P680	Bifunctional 3,4-dihydroxy-2-butanone 4-phosphate synthase/GTP cyclohydrolase II protein BT9727_3853	GTP binding	molecular function
Q23473212	Q21123202	P680	Phosphoenolpyruvate carboxykinase Caur_2331	phosphoenolpyruvate carboxykinase (GTP) activity	molecular function
Q27737811	Q14864825	P680	hypothetical protein    Mb2214	nucleic acid binding	molecular function
Q22301269	Q21759772	P680	3-methyl-2-oxobutanoate hydroxymethyltransferase Cj0298c	3-methyl-2-oxobutanoate hydroxymethyltransferase activity	molecular function
Q23472581	Q14840131	P680	TRNA-guanine transglycosylase Caur_2844	transferase activity	molecular function
Q21984641	Q21112564	P680	Lipase, hormone sensitive	hydrolase activity, acting on ester bonds	molecular function
Q22294146	Q14865768	P680	Ribose 5-phosphate isomerase B TDE0352	isomerase activity	molecular function
Q23514200	Q14633865	P680	(R,R)-butanediol dehydrogenase BC0668	zinc ion binding	molecular function
Q55201261	Q14633877	P680	Heat shock protein family B (small) member 6	chaperone binding	molecular function
Q23575144	Q14817981	P680	Hypothetical protein AMED_4890	ATP binding	molecular function
Q24122092	Q14353133	P680	Thiolase BN117_1586	catalytic activity	molecular function
Q24226740	Q13667380	P680	Glutamine synthetase blr4949	metal ion binding	molecular function
Q29793487	Q14819233	P680	Tyrosine-protein kinase CELE_K07F5.4	receptor binding	molecular function
Q28012073	Q14840131	P680	Nicotinate phosphoribosyltransferase Atu0213	transferase activity	molecular function
Q21135893	Q21102394	P680	ATPase H+ transporting V0 subunit b	proton-transporting ATPase activity, rotational mechanism	molecular function
Q56104943	Q14874307	P680	Glycogen debranching enzyme GlgX MXAN_RS07450	hydrolase activity, acting on glycosyl bonds	molecular function
Q24130359	Q14914193	P680	Phosphoribosylglycinamide formyltransferase 2 EAE_22795	phosphoribosylglycinamide formyltransferase activity	molecular function
Q23600710	Q14819650	P680	Alkyl hydroperoxide reductase flavoprotein component AhpF SO_0956	peroxidase activity	molecular function
Q22233802	Q14349632	P680	4-hydroxy-tetrahydrodipicolinate reductase    Rv2773c	NADP binding	molecular function
Q30555195	Q14817979	P680	Putative transcriptional regulator Bfae_06740	transcription factor activity, sequence-specific DNA binding	molecular function
Q21989438	Q14599289	P680	Ras association (RalGDS/AF-6) domain family (N-terminal) member 9	enzyme binding	molecular function
Q24091962	Q14883737	P680	ATP-dependent helicase HrpB Psyr_4320	ATP-dependent helicase activity	molecular function
Q23475409	Q14353133	P680	4-oxalocrotonate decarboxylase Caur_1357	catalytic activity	molecular function
Q22315389	Q14353133	P680	Isocitrate lyase PP_4116	catalytic activity	molecular function
Q24220006	Q14817979	P680	Transcriptional regulator bll3087	transcription factor activity, sequence-specific DNA binding	molecular function
Q24280036	Q14864149	P680	Outer membrane protein A O3K_16555	structural molecule activity	molecular function
Q21991845	Q14865288	P680	TraB domain containing 2B	metalloendopeptidase activity	molecular function
Q23500229	Q14817979	P680	ECF subfamily RNA polymerase sigma factor EF3180	transcription factor activity, sequence-specific DNA binding	molecular function
Q30515327	Q14817979	P680	RNA polymerase sigma factor RpoD LSEI_1501	transcription factor activity, sequence-specific DNA binding	molecular function
Q28010872	Q21758859	P680	Glucose inhibited division protein Atu2830	rRNA (guanine-N7-)-methyltransferase activity	molecular function
Q27551011	Q21110354	P680	Glycine decarboxylase subunit T YDR019C	aminomethyltransferase activity	molecular function
Q23611085	Q14861871	P680	UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase tlr1239	ligase activity	molecular function
Q23603940	Q14817981	P680	Phosphoribosylaminoimidazolesuccinocarboxamide synthase FP1079	ATP binding	molecular function
Q23460157	Q14349613	P680	Thioredoxin reductase FN1163	oxidoreductase activity	molecular function
Q23477994	Q14840131	P680	Ribose-phosphate pyrophosphokinase SAOUHSC_00472	transferase activity	molecular function
Q27472293	Q14349613	P680	Putative dehydrogenase NRG857_17065	oxidoreductase activity	molecular function
Q21497283	Q14819453	P680	Coiled-coil domain containing 80	heparin binding	molecular function
Q30555439	Q14353133	P680	UDP-galactose 4-epimerase Bfae_09200	catalytic activity	molecular function
Q27740316	Q14633858	P680	Two-component system response regulator ML2439	DNA binding	molecular function
Q22160777	Q14874307	P680	Beta-D-glucoside glucohydrolase ECIAI39_0864	hydrolase activity, acting on glycosyl bonds	molecular function
Q21599852	Q14874941	P680	ATP-dependent DNA helicase Rep BU598	ATP-dependent DNA helicase activity	molecular function
Q24115785	Q14633858	P680	LysR family transcriptional regulator BN112_2394	DNA binding	molecular function
Q21759056	Q14353133	P680	Glycine dehydrogenase PA5213	catalytic activity	molecular function
Q30569231	Q14863658	P680	Methyltransferase small KVU_0122	methyltransferase activity	molecular function
Q56735487	Q14863962	P680	lysine-specific histone demethylase 1, putative	actin binding	molecular function
Q28557928	Q14817981	P680	Membrane associated guanylate kinase, WW and PDZ domain containing 1	ATP binding	molecular function
Q27550432	Q14860365	P680	Rad24p YER173W	nucleotide binding	molecular function
Q24223287	Q14330639	P680	50S ribosomal protein L9 bll4076	RNA binding	molecular function
Q24270852	Q14903610	P680	Bifunctional succinylornithine transaminase/acetylornithine transaminase KPHS_23950	transaminase activity	molecular function
Q23597548	Q13667380	P680	L-threonine 3-dehydrogenase Tdh SO_4673	metal ion binding	molecular function
Q23615800	Q14353133	P680	Acyl-CoA synthetase, long-chain-fatty acid:CoA ligase SRU_1209	catalytic activity	molecular function
Q23477731	Q21105901	P680	Polynucleotide phosphorylase/polyadenylase SAOUHSC_01251	3'-5'-exoribonuclease activity	molecular function
Q24148818	Q14864895	P680	Hypothetical protein ECUMN_4082	amidase activity	molecular function
Q55199083	Q21095352	P680	Family with sequence similarity 89 member B	transcription corepressor binding	molecular function
Q23554473	Q21105785	P680	2-oxoglutarate dehydrogenase subunit E1 BPSL1909	thiamine pyrophosphate binding	molecular function
Q29802858	Q13667380	P680	Putative cytochrome P450 CYP13A8 CELE_T10B9.4	metal ion binding	molecular function
Q4036865	Q14819451	P680	Discoidin domain receptor tyrosine kinase 2	collagen binding	molecular function
Q23448140	Q14353133	P680	Cysteine desulfurase CBU_1357	catalytic activity	molecular function
Q29523049	Q21109102	P680	Olfactory receptor 619	olfactory receptor activity	molecular function
Q23508444	Q14633858	P680	Endonuclease III L0253	DNA binding	molecular function
Q29826828	Q14859873	P680	APAF1 interacting protein	lyase activity	molecular function
Q4734972	Q14861841	P680	Serpin family F member 2	endopeptidase inhibitor activity	molecular function
Q23610875	Q14904851	P680	Cysteine desulfurase tlr0115	2 iron, 2 sulfur cluster binding	molecular function
Q56110020	Q21130493	P680	EF-P lysine aminoacylase GenX MXAN_RS27035	lysine-tRNA ligase activity	molecular function
Q30551864	Q14840131	P680	Pyruvate kinase Mesci_1349	transferase activity	molecular function
Q27549957	Q13667380	P680	Copper metallochaperone COX17 YLL009C	metal ion binding	molecular function
Q21112515	Q14817970	P680	Transcription factor CP2	transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding	molecular function
Q24125327	Q14349613	P680	Glutamyl-tRNA reductase BP0677	oxidoreductase activity	molecular function
Q23483330	Q14863658	P680	TRNA (guanine-N(1)-)-methyltransferase DR_2011	methyltransferase activity	molecular function
Q23481252	Q14633858	P680	Hypothetical protein SE0296	DNA binding	molecular function
Q23534876	Q21136497	P680	Xylulose kinase CD630_30650	xylulokinase activity	molecular function
Q23517776	Q22320166	P680	Glucuronoxylanase XynC BSU18150	glucuronoarabinoxylan endo-1,4-beta-xylanase activity	molecular function
Q56586607	Q14875014	P680	DEAD box helicase, putative	helicase activity	molecular function
Q21981318	Q14817993	P680	Disabled 2 interacting protein	protein phosphatase 2A binding	molecular function
Q24252595	Q21142315	P680	Propionate CoA-transferase lmo2172	CoA-transferase activity	molecular function
Q23543558	Q21105289	P680	ATP synthase F0F1 subunit C BMAA0128	proton-transporting ATP synthase activity, rotational mechanism	molecular function
Q24108874	Q14863083	P680	Fructokinase SMc02164	phosphotransferase activity, alcohol group as acceptor	molecular function
Q21989946	Q14880772	P680	PR domain containing 9	chromatin DNA binding	molecular function
Q23454831	Q14907726	P680	Recombination factor protein RarA BT_1205	single-stranded DNA-dependent ATPase activity	molecular function
Q29801508	Q14326094	P680	Tau TuBulin Kinase CELE_C04G2.2	protein serine/threonine kinase activity	molecular function
Q23606291	Q14817979	P680	Type 11 methyltransferase Smed_2116	transcription factor activity, sequence-specific DNA binding	molecular function
Q22259270	Q14860365	P680	Phosphoribosylformylglycinamidine (FGAM) synthase LBA1558	nucleotide binding	molecular function
Q24093013	Q21120438	P680	Phosphomannomutase Psyr_0219	intramolecular transferase activity, phosphotransferases	molecular function
Q27762204	Q14645703	P680	serine protease    TM0571	peptidase activity	molecular function
Q23577316	Q14353168	P680	Glycoside hydrolase AMED_7410	hydrolase activity	molecular function
Q21497445	Q167149	P680	DNA-damage inducible transcript 3	protein binding	molecular function
Q23512595	Q14860850	P680	Hydroxyethylthiazole kinase BC0419	magnesium ion binding	molecular function
Q23529447	Q14884610	P680	Cadmium-translocating P-type ATPase CBO0478	cation-transporting ATPase activity	molecular function
Q21121448	Q167149	P680	General transcription factor IIIC subunit 2	protein binding	molecular function
Q29807993	Q21110176	P680	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase CELE_K04G7.3	protein N-acetylglucosaminyltransferase activity	molecular function
Q22574905	Q21762339	P680	fructuronate transporter GNTP	gluconate transmembrane transporter activity	molecular function
Q23534974	Q14840131	P680	Two-component sensor histidine kinase CD630_25350	transferase activity	molecular function
Q24145952	Q14633858	P680	Putative antitermination protein Q ECUMN_1846	DNA binding	molecular function
Q56107482	Q14877432	P680	23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN MXAN_RS17180	rRNA binding	molecular function
Q906904	Q14762609	P680	Baculoviral IAP repeat containing 5	cysteine-type endopeptidase inhibitor activity	molecular function
Q21978836	Q14863658	P680	Methyltransferase TTHA1729	methyltransferase activity	molecular function
Q21987787	Q21110153	P680	Nudix (nucleoside diphosphate linked moiety X)-type motif 17	NADH pyrophosphatase activity	molecular function
Q27550007	Q14633858	P680	Pho2p YDL106C	DNA binding	molecular function
Q28562405	Q14353168	P680	Ras homolog family member T2	hydrolase activity	molecular function
Q23517079	Q14859873	P680	Tryptophan synthase alpha chain BSU22630	lyase activity	molecular function
Q23517268	Q22323029	P680	Hypothetical protein BSU38950	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity	molecular function
Q24145832	Q21199099	P680	3-oxoacyl-ACP synthase III ECUMN_1266	beta-ketoacyl-acyl-carrier-protein synthase III activity	molecular function
Q29829662	Q14859545	P680	Frizzled related protein	G-protein coupled receptor activity	molecular function
Q21981026	Q14840131	P680	Carbohydrate (keratan sulfate Gal-6) sulfotransferase 1	transferase activity	molecular function
Q30519408	Q14817981	P680	ABC transporter ATP-binding protein LSL_0478	ATP binding	molecular function
Q30563644	Q14820643	P680	Methyl-accepting chemotaxis sensory transducer Taci_1541	signal transducer activity	molecular function
Q23425038	Q14818107	P680	DNA-binding protein YE1970	sequence-specific DNA binding	molecular function
Q23479442	Q21118534	P680	Ribosomal large subunit pseudouridine synthase B SAOUHSC_01587	pseudouridine synthase activity	molecular function
Q28555953	Q14865288	P680	Matrix metallopeptidase 10	metalloendopeptidase activity	molecular function
Q27759278	Q14860365	P680	Glycerol ABC transporter ATP-binding protein MSC_0516	nucleotide binding	molecular function
Q21992035	Q14818107	P680	Zinc finger homeobox protein 3	sequence-specific DNA binding	molecular function
Q21990162	Q14864645	P680	SRY (sex determining region Y)-box 11	RNA polymerase II transcription factor activity, sequence-specific DNA binding	molecular function
Q22314413	Q14633858	P680	DNA-binding transcriptional regulator PP_2054	DNA binding	molecular function
Q23484574	Q21101326	P680	Ribonuclease P protein component DR_2151	tRNA binding	molecular function
Q29527904	Q14860489	P680	Testis expressed 28	molecular function	molecular function
Q27735896	Q21133182	P680	Uridylate kinase Mb2907c	uridylate kinase activity	molecular function
Q24232384	Q14912987	P680	hypothetical protein    Mb2892c	transferase activity, transferring acyl groups other than amino-acyl groups	molecular function
Q21103452	Q14885806	P680	Paired box 5	RNA polymerase II core promoter proximal region sequence-specific DNA binding	molecular function
Q23597245	Q14817981	P680	ABC-type DrugE1 family export system ATPase component SO_3802	ATP binding	molecular function
Q24099563	Q14863341	P680	GTP-dependent nucleic acid-binding protein EngD XCC0876	GTP binding	molecular function
Q21119016	Q14873950	P680	Gasdermin A	phosphatidylinositol-4,5-bisphosphate binding	molecular function
Q23561513	Q14358476	P680	Thiosulfate reductase PhsA STM2065	electron carrier activity	molecular function
Q28561651	Q14863082	P680	EPH receptor A5	kinase activity	molecular function
Q23632215	Q13667380	P680	Xylose isomerase RB2658	metal ion binding	molecular function
Q21111628	Q14911855	P680	Achaete-scute family bHLH transcription factor 2	transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding	molecular function
Q23451683	Q14840132	P680	Amidophosphoribosyltransferase BF2637	transferase activity, transferring glycosyl groups	molecular function
Q23586168	Q21199326	P680	Phosphomethylpyrimidine synthase ThiC GSU0604	carbon-carbon lyase activity	molecular function
Q21120372	Q14859545	P680	Olfactory receptor family 4 subfamily C member 6	G-protein coupled receptor activity	molecular function
Q16736368	Q21118123	P680	Ceramide synthase 5	sphingosine N-acyltransferase activity	molecular function
Q29818056	Q14860365	P680	Wispy Dmel_CG15737	nucleotide binding	molecular function
Q24104572	Q14817981	P680	Nitrogen assimilation regulatory protein, NtrX NGR_c12990	ATP binding	molecular function
Q23505869	Q14860850	P680	Phosphoribosylformylglycinamidine synthase II HMPREF0351_11209	magnesium ion binding	molecular function
Q27747048	Q14914135	P680	urease subunit alpha    MSMEG_1094	nickel cation binding	molecular function
Q23063550	Q14353168	P680	ATP-dependent Clp protease proteolytic subunit LA_2559	hydrolase activity	molecular function
Q24135395	Q21978564	P680	Endonuclease V ECL_00259	deoxyribonuclease V activity	molecular function
Q29812804	Q13667380	P680	DNA polymerase alpha 50kD Dmel_CG7108	metal ion binding	molecular function
Q28560564	Q14820643	P680	G protein-coupled receptor 18	signal transducer activity	molecular function
Q22319192	Q21198656	P680	Apolipoprotein N-acyltransferase PP_4790	N-acyltransferase activity	molecular function
Q23515036	Q14817981	P680	Ribose import ATP-binding protein RbsA BSU35940	ATP binding	molecular function
Q29812170	Q21121643	P680	Alpha-Mannosidase class II a Dmel_CG18802	alpha-mannosidase activity	molecular function
Q29815007	Q14817981	P680	Doughnut on 2 Dmel_CG17559	ATP binding	molecular function
Q22135427	Q21102534	P680	Hypothetical protein ECIAI39_1712	phosphotransferase activity, for other substituted phosphate groups	molecular function
Q23535784	Q14863082	P680	Phosphoenolpyruvate--protein phosphotransferase Moth_0016	kinase activity	molecular function
Q56110368	Q14912987	P680	Homoserine O-acetyltransferase MXAN_RS28615	transferase activity, transferring acyl groups other than amino-acyl groups	molecular function
Q24149849	Q21762536	P680	Putative transglycosylase ECUMN_2878	lytic transglycosylase activity	molecular function
Q23588411	Q14349613	P680	Probable acyl-CoA dehydrogenase FadE MAB_3618c	oxidoreductase activity	molecular function
Q21988613	Q14861870	P680	Tyrosyl-tRNA synthetase	aminoacyl-tRNA ligase activity	molecular function
Q22301731	Q14349613	P680	Malate dehydrogenase Cj0532	oxidoreductase activity	molecular function
Q23516461	Q14859883	P680	Ornithine carbamoyltransferase BSU11250	ornithine carbamoyltransferase activity	molecular function
Q56108299	Q21112569	P680	4'-phosphopantetheinyl transferase MXAN_RS20350	holo-[acyl-carrier-protein] synthase activity	molecular function
Q24270127	Q14817981	P680	Glycerol-3-phosphate transporter ATP-binding subunit KPHS_49630	ATP binding	molecular function
Q22575442	Q14353168	P680	oligoribonuclease    YPO0366	hydrolase activity	molecular function
Q30553186	Q13667380	P680	Hypothetical protein Bfae_15950	metal ion binding	molecular function
Q27551967	Q14874307	P680	Putative glucan endo-1,3-beta-D-glucosidase YGL028C	hydrolase activity, acting on glycosyl bonds	molecular function
Q21425010	Q14864403	P680	Cytochrome P450, family 2, subfamily j, polypeptide 6	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen	molecular function
Q56594502	Q14817981	P680	ribonucleoside-diphosphate reductase large subunit, putative	ATP binding	molecular function
Q21494702	Q21103441	P680	La ribonucleoprotein domain family, member 6	mRNA 5'-UTR binding	molecular function
Q21990500	Q14878342	P680	Protein tyrosine phosphatase domain containing 1	protein tyrosine/serine/threonine phosphatase activity	molecular function
Q21101307	Q13667380	P680	Fumarylacetoacetate hydrolase domain containing 2A	metal ion binding	molecular function
Q23507806	Q14865025	P680	Hypothetical protein L32195	pyridoxal phosphate binding	molecular function
Q23630470	Q14633858	P680	Hypothetical protein RB6994	DNA binding	molecular function
Q29792325	Q14633865	P680	Nuclear hormone receptor family member nhr-96 CELE_F44C8.11	zinc ion binding	molecular function
Q408853	Q14909324	P680	Nitric oxide synthase 3	FMN binding	molecular function
Q24110645	Q14859873	P680	Altronate hydrolase SMc02776	lyase activity	molecular function
Q23624947	Q14877428	P680	Ribonuclease P protein component PSPTO_5614	endonuclease activity	molecular function
Q24110063	Q14633858	P680	Transcriptional regulator SMa1823	DNA binding	molecular function
Q23054603	Q14863976	P680	Putative penicillin binding protein RSP_0582	carboxypeptidase activity	molecular function
Q24132381	Q21198655	P680	Polysaccharide deacetylase ECL_00935	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	molecular function
Q23547820	Q21105785	P680	Pyruvate oxidase smi_1431	thiamine pyrophosphate binding	molecular function
Q23052033	Q14861871	P680	Biotin carboxyl carrier protein;biotin carboxylase RSP_2191	ligase activity	molecular function
Q24102886	Q14633858	P680	AsnC family transcriptional regulator NGR_c14920	DNA binding	molecular function
Q28014799	Q14860365	P680	ABC transporter permease Atu3349	nucleotide binding	molecular function
Q24119094	Q14817981	P680	Sensor kinase protein BN112_4604	ATP binding	molecular function
Q21988115	Q14840132	P680	Beta galactoside alpha 2,6 sialyltransferase 1	transferase activity, transferring glycosyl groups	molecular function
Q28009380	Q14840131	P680	Ubiquinone/menaquinone biosynthesis methyltransferase UbiE PSPTO_5150	transferase activity	molecular function
Q24152326	Q13667380	P680	Dimethyl sulfoxide reductase, anaerobic subunit A NRG857_04080	metal ion binding	molecular function
Q30556681	Q14633858	P680	Transcriptional regulator, ArgR family Bfae_21690	DNA binding	molecular function
Q21632386	Q14353133	P680	2-oxoglutarate-acceptor oxidoreductase subunit OorA HP0589	catalytic activity	molecular function
Q23499302	Q14874307	P680	Glycosyl hydrolase EF1243	hydrolase activity, acting on glycosyl bonds	molecular function
Q23494265	Q14859874	P680	Diphosphomevalonate decarboxylase SAG1325	carboxy-lyase activity	molecular function
Q23482921	Q14353168	P680	Hypothetical protein SE0293	hydrolase activity	molecular function
Q22271127	Q14840131	P680	Lipoyl synthase NMB1216	transferase activity	molecular function
Q23501403	Q14865288	P680	O-sialoglycoprotein endopeptidase EF2472	metalloendopeptidase activity	molecular function
Q24277429	Q22320721	P680	Maltose/maltodextrin transporter ATP-binding protein O3K_23685	maltooligosaccharide-importing ATPase activity	molecular function
Q21131470	Q14864149	P680	CDC42 small effector 2	structural molecule activity	molecular function
Q23530043	Q14883719	P680	ATP-dependent nuclease subunit B CBO0426	exonuclease activity	molecular function
Q23506336	Q14633858	P680	MerR family transcriptional regulator HMPREF0351_11662	DNA binding	molecular function
Q21110872	Q14860854	P680	Dopamine receptor D3	protein domain specific binding	molecular function
Q24268897	Q14911783	P680	Glyceraldehyde-3-phosphate dehydrogenase KPHS_24060	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	molecular function
Q23448199	Q22324794	P680	Di-/tripeptide transporter CBU_0539	dipeptide transmembrane transporter activity	molecular function
Q23455787	Q14353133	P680	Biotin synthase BT_1835	catalytic activity	molecular function
Q23481105	Q14353168	P680	Autolysin (N-acetylmuramoyl-L-alanine amidase SE2319	hydrolase activity	molecular function
Q28012695	Q21198655	P680	Hypothetical protein Atu0169	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	molecular function
Q23423481	Q14863083	P680	Galactokinase YE2919	phosphotransferase activity, alcohol group as acceptor	molecular function
Q23588881	Q14353133	P680	Probable oxygen-independent coproporphyrinogen III oxidase HemN    MAB_1663	catalytic activity	molecular function
Q22233722	Q13667380	P680	CRISPR-associated endoribonuclease Cas2    Rv2816c	metal ion binding	molecular function
Q23532037	Q14817981	P680	DNA gyrase subunit B CD630_00050	ATP binding	molecular function
Q27757825	Q14877427	P680	Ribonuclease H SCO7284	nuclease activity	molecular function
Q21982723	Q14908224	P680	APOBEC1 complementation factor	single-stranded RNA binding	molecular function
Q27763281	Q14599303	P680	hypothetical protein    TM0096	flavin adenine dinucleotide binding	molecular function
Q22293396	Q14863359	P680	Pyruvate phosphate dikinase TDE1501	transferase activity, transferring phosphorus-containing groups	molecular function
Q22679352	Q14860365	P680	Alanyl-tRNA synthetase domain containing 1	nucleotide binding	molecular function
Q27747540	Q14863658	P680	Vanillate O-demethylase MSMEG_4009	methyltransferase activity	molecular function
Q22325802	Q14865768	P680	Glucose-6-phosphate isomerase HMPREF0421_21223	isomerase activity	molecular function
Q23499357	Q14330639	P680	30S ribosomal protein S6 EF0007	RNA binding	molecular function
Q23516666	Q14817979	P680	HTH-type transcriptional regulator YuzN BSU32669	transcription factor activity, sequence-specific DNA binding	molecular function
Q23512246	Q14817981	P680	ATP:guanido phosphotransferase BC0101	ATP binding	molecular function
Q24150068	Q14818107	P680	Propanediol utilization transcriptional regulation ECUMN_2332	sequence-specific DNA binding	molecular function
Q29835087	Q14840131	P680	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1, tandem duplicate 1	transferase activity	molecular function
Q23488772	Q21137326	P680	Pyruvate dehydrogenase E1 component subunit alpha SSUBM407_1710	oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor	molecular function
